"start","end","text"
"1355520","1357040"," just pushed the price up, right?"
"1357180","1358820"," This was somewhere during the London session and"
"1358820","1359100"," stuff."
"1359560","1361240"," And I can see, oh, right now price"
"1361240","1362160"," literally went up. "
"1362280","1362920"," Do you guys see that?"
"1363400","1364920"," And right now, I'm getting like, you know,"
"1365000","1366720"," the emotion where you regret getting out of"
"1366720","1367040"," the trade."
"1367040","1369120"," But anyways, it is what it is."
"1369320","1371080"," Even though, oh my God, look, price hit"
"1371080","1372400"," my tech profit right here. "
"1372740","1373680"," Like if I held it a little bit"
"1373680","1375360"," longer, why is this happening?"
"1375760","1378040"," Because right here, I appreciate there's news right"
"1378040","1378580"," here."
"1379160","1379820"," Oh my God, if I don't know, I"
"1379820","1380340"," just held a trade."
"1380460","1381620"," I think there's the news coming out today. "
"1381720","1383680"," That's why I forgot about that."
"1384100","1386240"," And yeah, I can't believe that just happened"
"1386240","1386740"," to me."
"1387000","1387760"," It is what it is. "
"1387900","1389540"," We miss opportunity sometimes, you know."
"1390200","1391740"," I could have made like double the profits"
"1391740","1393160"," if I held it a little bit longer."
"1393280","1394360"," But it is what it is. "
"1394440","1395400"," You know, we got out over here."
"1395400","1397820"," It was a pretty good trade, right?"
"1398280","1399360"," And the reason why price come up to"
"1399360","1401060"," this area here is because there's actually another"
"1401060","1402360"," order block area right here."
"1402420","1403860"," There's a supply order block right here. "
"1404400","1406220"," Where smart money are loading up sell orders"
"1406220","1406620"," right here."
"1406780","1407820"," So we just have to see what happens."
"1408080","1410940"," Anyways, this has proven to you guys that"
"1410940","1412680"," this order block strategy kind of works. "
"1413240","1414200"," So go and test it out."
"1414400","1416460"," Anyways, this is like the first lesson of"
"1416460","1419820"," this market mechanics trading strategy that I've formulated."
"1420400","1422260"," So for the past few months or the"
"1422260","1425020"," past few weeks, I've really been trying to"
"1425020","1427960"," create my own trading strategy called market mechanics. "
"1428260","1429920"," And order blocks is just one part of"
"1429920","1430100"," it."
"1430460","1433200"," There's other parts like supply and demand, flip"
"1433200","1437060"," zones, inducements, all these like complicated terms, which"
"1437060","1440180"," I will explain in more videos in the"
"1440180","1440460"," future."
"1440880","1442240"," But yeah, this is just the first video. "
"1442520","1444180"," So if you really enjoyed this style of"
"1444180","1446620"," video where I just use PowerPoint slides to"
"1446620","1449420"," show you, you know, what is order blocks,"
"1449600","1450880"," what is this, what is that, and just"
"1450880","1452220"," explain to you guys how it works."
"1452220","1454460"," And then show you my trading strategy on"
"1454460","1454880"," the charts."
"1455340","1456400"," Let me know down in the comments so"
"1456400","1457640"," that I know that you appreciate these style"
"1457640","1459880"," videos and most likely create more videos like"
"1459880","1460100"," this. "
"1460400","1461320"," And also make sure to smash on that"
"1461320","1461800"," like button."
"1462180","1463520"," Okay, that sounds cringy because I don't want"
"1463520","1464740"," to be that YouTuber that says, oh, smash"
"1464740","1466240"," on the like button, hit that subscribe button."
"1466320","1467380"," You can do it if you want. "
"1467440","1468420"," I'm not going to force you, all right?"
"1468640","1470680"," If you think that my channel provide value"
"1470680","1472640"," to you, go ahead and hit on that"
"1472640","1473200"," subscribe button."
"1473320","1474360"," If not, then just don't."
"1474580","1475660"," All right, just f off. "
"1476000","1477820"," I really think that if you can just"
"1477820","1480600"," forget about things you know about me, forget"
"1480600","1482320"," about what other people are talking about me,"
"1482520","1483840"," forget about all the shit that they are"
"1483840","1486320"," saying about me, and just focus on trading."
"1486780","1488360"," Focus on the thing that I'm saying and"
"1488360","1491420"," actually apply the knowledge that I'm sending to"
"1491420","1492140"," you right now."
"1492900","1494600"," I believe that you can actually become a"
"1494600","1496400"," profitable trader and you do that by putting"
"1496400","1499140"," your bias of me aside and just focus"
"1499140","1501100"," on trading and focus on what I'm teaching"
"1501100","1503160"," right here and applying all this knowledge and"
"1503160","1505240"," I can guarantee you that you'll get far"
"1505240","1505760"," in trading. "
"1506180","1507720"," And this is something bold that I'm going"
"1507720","1510280"," to say, but I believe that I've literally"
"1510280","1512820"," cracked the algorithm of the market and figure"
"1512820","1515600"," out how price operates through my market mechanics"
"1515600","1517160"," trading strategy, right?"
"1517360","1519600"," Like I said, I will do my best"
"1519600","1523080"," and just create like a new series where"
"1523080","1526240"," I just post tutorials on parts of this"
"1526240","1529120"," market mechanics trading strategy to slowly like teach"
"1529120","1531380"," you guys how I trade market mechanics and"
"1531380","1533320"," how I'm able to you know understand how"
"1533320","1535300"," price operates and stuff so that you can"
"1535300","1535760"," do it too."
"1535760","1537440"," Now, if you've been watching my videos, you"
"1537440","1539140"," will know that I've been trading price action"
"1539140","1541560"," for a very long time right now and"
"1541560","1542800"," I have taught you guys how to trade"
"1542800","1544760"," price action, how to trade your support and"
"1544760","1547860"," resistance levels, your candlesticks, your trendlines and all"
"1547860","1548320"," that stuff."
"1548960","1550820"," Now, a lot of these things are retail"
"1550820","1553780"," concepts and some things do not work anymore,"
"1554120","1554360"," right?"
"1554460","1555620"," That is why I want you guys to"
"1555620","1558560"," really focus on my newer videos moving forward,"
"1558920","1560960"," focus on market mechanics, right?"
"1561120","1563160"," And actually market mechanics, there's a portion of"
"1563160","1564780"," it which is price action, so I'm not"
"1564780","1567880"," saying that I've stopped trading price action completely. "
"1568380","1569960"," I'm still looking at price action right now,"
"1570040","1571740"," especially when I'm trading these order blocks."
"1572120","1574580"," I have to understand, okay, the liquidity, the"
"1574580","1576680"," momentum, the candlestick price and all that stuff"
"1576680","1579100"," and I'm still using Fibonacci and these tools"
"1579100","1580240"," to help me, right?"
"1580540","1582160"," Market mechanics is just like a hybrid trading"
"1582160","1585080"," strategy which is everything jump up together, which"
"1585080","1587120"," I don't want to tell you guys too"
"1587120","1587720"," much right now."
"1587900","1589140"," It should be a surprise, right?"
"1589640","1590960"," To keep you watching, to keep you hooked. "
"1590960","1592600"," But I guess what I'm trying to say"
"1592600","1595140"," is that price action was just the beginning."
"1595800","1598440"," It was just the beginning for you to"
"1598440","1600400"," kind of understand how price operates."
"1601200","1602900"," Market mechanics is the one that is going"
"1602900","1604480"," to take your trading to the next level"
"1604480","1607640"," where you actually figure out why or rather"
"1607640","1610940"," how liquidity is formed, how liquidity is created"
"1610940","1613180"," and how smart money is manipulated to their"
"1613180","1615700"," advantage and how you can take advantage of"
"1615700","1616320"," it as well. "
"1616620","1618160"," So if you're interested in market mechanics, I"
"1618160","1620160"," guess you can just be part of the"
"1620160","1622880"," tribe and just join us on this journey."
"1623460","1624700"," But once again, I'm not trying to sell"
"1624700","1625980"," you anything or force you to do anything"
"1625980","1627460"," that you don't want to do."
"1627800","1630120"," And this order block trading strategy only works"
"1630120","1632500"," if you can make use of top-down"
"1632500","1634520"," analysis which you can check out in this"
"1634520","1635520"," video right here. "
"1635700","1637840"," And as always, remember, you're just one trade"
"1637840","1638220"," away."
"1639140","1641880"," Now, I forgot to mention one thing actually"
"1641880","1643520"," and that is to make sure that you"
"1643520","1645000"," backtest your trading strategy."
"1645000","1647580"," Backtest this order block trading strategy that I"
"1647580","1648520"," just showed you guys. "
"1648820","1649800"," It worked for me."
"1650020","1651180"," I backtested it myself."
"1651520","1653740"," I've literally traded it on my live account"
"1653740","1656100"," and I got like the best entries ever"
"1656100","1657860"," but it might not work for you because"
"1657860","1658660"," you're freaking eager. "
"1658980","1660140"," So that is why you need to go"
"1660140","1662540"," out there and actually backtest it to see"
"1662540","1664040"," whether it works for you because what works"
"1664040","1665260"," for me might not work for you."
"1665480","1666600"," So go and backtest it and don't be"
"1666600","1667300"," a freaking eager. "
