"start","end","text"
"1566860","1569440"," will take those breakouts, but they're going to"
"1569440","1571980"," do it with different sizes, and they're going"
"1571980","1573780"," to be really aware of the risk. "
"1573940","1575800"," So you're kind of playing a speed game"
"1575800","1578140"," on breakouts, which is a tough game to"
"1578140","1580720"," play when you're starting out and even more"
"1580720","1582540"," tough to play when you're trying to achieve"
"1582540","1583240"," consistency."
"1584120","1586460"," You want to play a game that you"
"1586460","1587040"," can win."
"1588680","1590340"," You don't want to play games where you're"
"1590340","1593620"," competing and potentially going to lose, and even"
"1593620","1595680"," worse, lose more than you plan to. "
"1596060","1598880"," So chasing breakouts without confirmation is a really"
"1598880","1602000"," big challenge, but something you want to sidestep"
"1602000","1603420"," to work towards your goal."
"1603800","1606640"," And the third thing is ignoring changes that"
"1606640","1608360"," are occurring on the tape."
"1608880","1610880"," You can see what happens in the tape"
"1610880","1614220"," and the chart, but when you're ignoring the"
"1614220","1616440"," changes that are happening, you're actually missing the"
"1616440","1618860"," vital information, and that's going to hold you"
"1618860","1620060"," back from reaching your goal. "
"1620600","1622660"," If you're watching too many tickers, again, the"
"1622660","1624080"," same thing is going to be true."
"1624320","1626820"," You're going to miss the vital information that's"
"1626820","1629220"," going to allow you to achieve this very"
"1629220","1631620"," important goal in your trading journey."
"1632200","1634540"," And then the final thing, it's pretty obvious,"
"1634640","1637060"," but if you're not journaling or reviewing your"
"1637060","1639920"," trades, you're really putting yourself in a bad"
"1639920","1641840"," position because you're not going to be going"
"1641840","1643120"," up the development curve. "
"1643520","1645300"," It's going to be like all this learning"
"1645300","1647920"," that occurs while you're trading stops in that"
"1647920","1651180"," moment, and it doesn't move forward."
"1651440","1653400"," Not all of us have amazing memories where"
"1653400","1655320"," you can recall every experience that happens."
"1655660","1657360"," And even worse, a lot of times when"
"1657360","1659320"," you're starting out as a trader, what you'll"
"1659320","1661960"," wind up doing is feeling like you recall"
"1661960","1664260"," something happening in a specific way, but it"
"1664260","1666760"," wasn't actually occurring that way if you go"
"1666760","1669160"," back and journal and review your trades. "
"1669780","1671000"," That's how you get better."
"1671160","1673100"," The journaling and review is such an important"
"1673100","1674680"," part of getting better as a trader."
"1675380","1677580"," When we see traders on our desk struggling,"
"1678140","1680460"," so nine times out of ten, it's because"
"1680460","1684220"," they're distracted, undisciplined, or they're just kind of"
"1684220","1684960"," over-trading. "
"1685600","1687680"," And we fix that by tightening the focus"
"1687680","1691040"," and we track only their B setups."
"1691280","1693480"," That's right, B, B for baseline."
"1694280","1696900"," If you can't show consistency and skill in"
"1696900","1700060"," your baseline trades, it makes it infinitely harder"
"1700060","1703160"," to show that consistency and develop the skills"
"1703160","1705760"," needed to execute in those A and A"
"1705760","1706440"," plus trades. "
"1707480","1710580"," Remember, trading's a skill development game at its"
"1710580","1711020"," core."
"1711300","1713620"," In order to grow, you have to develop"
"1713620","1714220"," your skills."
"1715420","1717640"," Like traders for the scalp radar, for example,"
"1717800","1720160"," are filtering for three to five of the"
"1720160","1722660"," top names and they're only trading what shows"
"1722660","1723480"," real edge. "
"1723920","1726440"," It's about the quality over the quantity."
"1727180","1730120"," They do this to develop the trading skills"
"1730120","1734240"," needed to show consistency, then more consistency, and"
"1734240","1735480"," then even more consistency."
"1735980","1737320"," And then they follow it up with their"
"1737320","1738700"," daily process. "
"1739000","1741600"," They don't miss on their daily process for"
"1741600","1744900"," the first 60 trading days after setting a"
"1744900","1745180"," goal."
"1746260","1748480"," So if you're looking to set a goal"
"1748480","1751920"," of making $200 a day trading, that should"
"1751920","1754580"," be your goal for the next 60 days"
"1754580","1756900"," and you should not miss on your process"
"1756900","1759580"," for the next 60 days."
"1760040","1762320"," So what does a real $200 a day"
"1762320","1764100"," trading routine look like?"
"1764700","1767180"," Here's exactly what we teach our developing traders"
"1767180","1768780"," to do every single day. "
"1769180","1771820"," You want to prep two or three names"
"1771820","1775560"," with news, volume, and a clear chart setup."
"1776800","1778160"," You can go back to what we talked"
"1778160","1778760"," about earlier."
"1778920","1780680"," You can find things that are gapping out"
"1780680","1783340"," of a range, gapping more than 3%, either"
"1783340","1786020"," to the upside or the downside, trading elevated"
"1786020","1787920"," volume in the pre-market. "
"1789020","1791000"," Then you're going to build a game plan."
"1791660","1794400"," So once you understand a couple trades, what's"
"1794400","1796540"," your ideal scalp for that trade?"
"1797000","1799020"," If you get that trade, what's your stop?"
"1799220","1800000"," What's your size?"
"1801260","1803040"," You kind of notice that all of those"
"1803040","1805900"," questions are about understanding your risk and accepting"
"1805900","1808520"," that risk in advance of your trading."
"1808520","1811760"," And then during the market, you're going to"
"1811760","1814320"," focus on only the setups, only the opportunities"
"1814320","1816460"," that show you real edge. "
"1817300","1819720"," You're going to use tools, maybe notes to"
"1819720","1823100"," yourself, maybe scalp radar, maybe a friend, to"
"1823100","1826700"," stay super laser targeted on your opportunities."
"1827460","1829560"," And then after you've executed, you're going to"
"1829560","1833120"," journal every single trade and you're going to"
"1833120","1836920"," review your tape all the way from the"
"1836920","1838700"," way the trade was setting up."
"1838820","1841180"," You're going to review it before entry, that"
"1841180","1843420"," pivotal moment when you got the confirmation to"
"1843420","1845540"," enter, and then what the price action looked"
"1845540","1846580"," like after that. "
"1847040","1849140"," Then you're going to build a playbook of"
"1849140","1851140"," your top $200 trades."
"1851680","1853620"," This is what pro development looks like."
"1853700","1855240"," This is what we do every single day"
"1855240","1855760"," at SMB. "
"1855840","1856780"," The numbers change."
"1857260","1859500"," The numbers always change for traders that are"
"1859500","1860400"," doing the right things."
"1861620","1863900"," But this is what it looks like to"
"1863900","1865720"," grow and develop every day. "
"1866360","1867820"," All right, if you're ready to stop spinning"
"1867820","1870240"," your wheels and start trading with a purpose,"
"1870680","1871660"," start with this."
"1872500","1874160"," Make $200 a day."
"1875240","1879580"," Lock it in, build consistently, and then start"
"1879580","1880600"," to scale it up. "
"1880940","1883740"," But again, remember, the first goal of the"
"1883740","1885460"," desk, the first rule on the desk is"
"1885460","1886100"," consistency."
"1887040","1888780"," The second rule, consistency."
"1888780","1891440"," The third rule, consistency. "
"1892680","1895640"," So build that consistency first."
"1896140","1897520"," And if you want help finding some of"
"1897520","1899500"," those trades that get dropped into your lap,"
"1899620","1901460"," that's what the scalp radar was built for."
"1901620","1903540"," Kind of the same tool our pros use"
"1903540","1906000"," to find real-time scalps with Edge. "
"1906420","1908320"," It's fast, focused, no noise."
"1909240","1911220"," More importantly, you can click the link below"
"1911220","1912200"," to learn more."
"1912720","1915340"," And if you really want more information, subscribe"
"1915340","1916930"," for more trader development breakdowns. "
"1916930","1918870"," Drop your questions in the comments."
"1919070","1919490"," Let us know."
"1919930","1922410"," What's stopping you from making $200 in a"
"1922410","1922630"," day?"
"1923250","1925110"," Stop missing profitable trades. "
"1925450","1928890"," A breakthrough Wall Street scanner spots high-probability"
"1928890","1931430"," setups other traders never see."
"1931750","1934730"," At S&B Capital, we're not your typical"
"1934730","1936530"," secretive Wall Street firm."
"1936950","1939410"," Instead of hiding our strategies, we've built our"
"1939410","1941330"," success by sharing them. "
"1941910","1944350"," Our New York trading floor houses dozens of"
"1944350","1947470"," professional traders, many of whom are seven-figure"
"1947470","1950150"," and even eight-figure-per-year earners."
"1950490","1953550"," And we hire select remote traders worldwide."
"1954070","1957310"," Are you constantly feeling like becoming consistently profitable"
"1957310","1959750"," is just around the corner, but you're never"
"1959750","1960690"," actually getting there?"
"1961310","1963190"," Here's what we've learned in nearly 20 years"
"1963190","1964930"," of training elite traders. "
"1965630","1968410"," Scalping is by far the fastest and easiest"
"1968410","1970850"," way to become consistently profitable in U.S."
"1970850","1971190"," stocks."
"1971890","1973790"," Now, we're talking about hit-and-run trading"
"1973790","1975790"," in and out of the market within five"
"1975790","1976710"," to 30 minutes."
"1977450","1978390"," Here's the challenge, though. "
"1978890","1981470"," When you're trading alone without the support of"
"1981470","1985370"," a prop firm environment, it's extremely difficult to"
"1985370","1987490"," find good scalps consistently."
"1988250","1990750"," The key is being in the right stocks"
"1990750","1993190"," at the right time and spotting what we"
"1993190","1994870"," call easy money setups."
"1995510","1997290"," How much time and money have you lost"
"1997290","1999750"," trading without real-world edge?"
"1999750","2003550"," That's exactly why we developed the SMB Scalp"
"2003550","2006630"," Radar, a groundbreaking tool that does 80%"
"2006630","2009050"," of the heavy lifting by scanning U.S."
"2009310","2010730"," stocks in real time. "
"2011010","2013070"," So we've programmed it with five of our"
"2013070","2016310"," most powerful scalping strategies, the same ones that"
"2016310","2019030"," have collectively made our firm tens of millions"
"2019030","2019630"," of dollars."
"2020410","2023450"," The radar identifies the 20 to 40 stocks"
"2023450","2024850"," in play during each session."
"2024850","2028950"," It detects 7 to 12 high-quality scalping"
"2028950","2030130"," opportunities daily. "
"2030830","2033510"," It alerts you minutes before these setups trigger,"
"2033670","2034810"," giving you time to prepare."
"2035510","2037430"," And then it monitors the market in real"
"2037430","2039810"," time so you never actually miss a setup."
"2040210","2043330"," Look, there's a reason why professional trading floors"
"2043330","2043830"," work. "
"2044710","2047469"," Traders helping traders spot and execute their best"
"2047469","2048790"," setups in real time."
"2049370","2051590"," And that's exactly what the Scalp Radar does"
"2051590","2053070"," for independent traders like you."
"2053070","2057469"," It's having a team of professional traders scanning"
"2057469","2060130"," the market alongside you, pointing out the highest"
"2060130","2062290"," probability setups even before they happen. "
"2062770","2064270"," What would it mean to have the same"
"2064270","2066830"," advantages as professional traders on a Wall Street"
"2066830","2067670"," trading floor?"
"2068210","2070429"," And because these are the exact same setups"
"2070429","2073389"," our professional traders use every day, you're not"
"2073389","2075989"," just getting some theoretical system, you're actually getting"
"2075989","2079469"," battle-tested strategies that actually work in today's"
"2079469","2079770"," markets."
"2079770","2083050"," We've distilled nearly two decades of proprietary trading"
"2083050","2086870"," experience into five core concepts that provide numerous"
"2086870","2089610"," great trades day in and day out."
"2089969","2092090"," This isn't just another automated system. "
"2092409","2094630"," This is a tool that trains you to"
"2094630","2099410"," build real, repeatable trading skills while relieving your"
"2099410","2100350"," trading uncertainty."
"2100910","2103010"," So if you're tired of the endless trading"
"2103010","2105570"," struggle, if you're fed up with taking one"
"2105570","2108570"," step forward and then two steps back, if"
"2108570","2111170"," you're ready to do something truly different back"
"2111170","2114210"," by two decades of Wall Street success, then"
"2114210","2116350"," here's what you need to do right now."
"2117070","2119510"," Now, this is a free intensive workshop where"
"2119510","2122010"," you'll get a detailed tour of the Scalp"
"2122010","2122730"," Radar in action. "
"2123130","2125530"," You'll see exactly how it detects robust scalping"
"2125530","2129530"," opportunities in real time, relieving your trading uncertainty."
"2130650","2132310"," So click the link to grab your free"
"2132310","2134870"," seat and you'll get a detailed tour of"
"2134870","2136570"," the revolutionary Scalp Radar."
"2136570","2139650"," You'll get the exact entry and exit rules"
"2139650","2142050"," of five of our top scalping strategies. "
"2142570","2144850"," You'll get convenient cheat sheets with all the"
"2144850","2149270"," rules and you'll get extra valuable execution information"
"2149270","2150750"," for each strategy."
"2151190","2154010"," That's the entries and exits for each strategy."
"2154630","2156970"," These workshop spots are limited and they'll fill"
"2156970","2157730"," up quickly. "
"2158070","2160530"," Don't waste another day trading without a real"
"2160530","2163710"," world edge, one that's proven by traders who"
"2163710","2164670"," make real money."
"2164670","2167230"," Register for your free spot now by clicking"
"2167230","2167990"," the link below."
"2168630","2170710"," Remember, these are the same strategies that help"
"2170710","2173630"," three of our traders each make nearly $20"
"2173630","2175190"," million in a single year. "
"2175970","2178510"," The only question is, will you be next? "
